0.80635011,-0.58584762,-0.08112963
0.72676682,-0.67675310,0.11753844
0.60990316,-0.72857475,0.31176436
0.86821371,-0.48206806,0.11753844
0.76586175,-0.55643111,0.32224238
0.88138622,-0.35491034,0.31176436
0.92166752,-0.23093727,-0.31176436
0.98575217,-0.12032195,-0.11753844
0.99670357,0.00000000,0.08112963
0.94665718,0.00000000,-0.32224238
0.98575217,0.12032195,-0.11753844
0.92166752,0.23093727,-0.31176436
-0.11531737,-0.35491034,0.92776102
-0.05428145,-0.55643111,0.82911879
0.00609355,-0.72857475,0.68493921
-0.28314742,-0.48206806,0.82911879
-0.21989043,-0.67675310,0.70260477
-0.43317530,-0.58584762,0.68493921
0.11531737,0.35491034,-0.92776102
0.28314742,0.48206806,-0.82911879
0.43317530,0.58584762,-0.68493921
0.05428145,0.55643111,-0.82911879
0.21989043,0.67675310,-0.70260477
-0.00609355,0.72857475,-0.68493921
-0.30799836,0.94792140,-0.08112963
-0.19018121,0.97468758,0.11753844
-0.06517651,0.94792140,0.31176436
-0.41904718,0.90032446,0.11753844
-0.29253319,0.90032446,0.32224238
-0.50444537,0.80519432,0.31176436
-0.37317485,0.00000000,0.92776102
-0.54597139,-0.12032195,0.82911873
-0.69103277,-0.23093727,0.68493921
-0.54597139,0.12032195,0.82911873
-0.71158034,0.00000000,0.70260477
-0.69103277,0.23093727,0.68493921
0.80635011,0.58584762,-0.08112963
0.86821371,0.48206806,0.11753844
0.88138622,0.35491034,0.31176436
0.72676682,0.67675310,0.11753844
0.76586175,0.55643111,0.32224238
0.60990316,0.72857475,0.31176436
-0.99670357,0.00000000,-0.08112963
-0.98575217,0.12032195,0.11753844
-0.92166752,0.23093727,0.31176436
-0.98575217,-0.12032195,0.11753844
-0.94665718,0.00000000,0.32224238
-0.92166752,-0.23093727,0.31176436
0.43317530,-0.58584762,-0.68493921
0.28314742,-0.48206806,-0.82911879
0.11531737,-0.35491034,-0.92776102
0.21989043,-0.67675310,-0.70260477
0.05428145,-0.55643111,-0.82911879
-0.00609355,-0.72857475,-0.68493921
0.30799836,0.94792140,0.08112963
0.19018121,0.97468758,-0.11753844
0.06517651,0.94792140,-0.31176436
0.41904718,0.90032446,-0.11753844
0.29253319,0.90032446,-0.32224238
0.50444537,0.80519432,-0.31176436
0.00609355,0.72857475,0.68493921
-0.05428145,0.55643111,0.82911879
-0.11531737,0.35491034,0.92776102
-0.21989043,0.67675310,0.70260477
-0.28314742,0.48206806,0.82911879
-0.43317530,0.58584762,0.68493921
-0.80635011,0.58584762,0.08112963
-0.86821371,0.48206806,-0.11753844
-0.88138622,0.35491034,-0.31176436
-0.72676682,0.67675310,-0.11753844
-0.76586175,0.55643111,-0.32224238
-0.60990316,0.72857475,-0.31176436
-0.69479877,-0.21934666,-0.68493921
-0.57568055,-0.41825640,-0.70260477
-0.42331570,-0.59301102,-0.68493921
-0.51242357,-0.22357139,-0.82911873
-0.37097663,-0.41825640,-0.82911879
-0.30190480,-0.21934666,-0.92776102
0.50444537,-0.80519432,-0.31176436
0.29253319,-0.90032446,-0.32224238
0.06517651,-0.94792140,-0.31176436
0.41904718,-0.90032446,-0.11753844
0.19018121,-0.97468758,-0.11753844
0.30799836,-0.94792140,0.08112963
-0.30799836,-0.94792140,-0.08112963
-0.41904718,-0.90032446,0.11753844
-0.50444537,-0.80519432,0.31176436
-0.19018121,-0.97468758,0.11753844
-0.29253319,-0.90032446,0.32224238
-0.06517651,-0.94792140,0.31176436
0.30190480,0.21934666,0.92776102
0.37097663,0.41825640,0.82911879
0.42331570,0.59301102,0.68493921
0.51242357,0.22357139,0.82911873
0.57568055,0.41825640,0.70260477
0.69479877,0.21934666,0.68493921
-0.69479877,0.21934666,-0.68493921
-0.51242357,0.22357139,-0.82911873
-0.30190480,0.21934666,-0.92776102
-0.57568055,0.41825640,-0.70260477
-0.37097663,0.41825640,-0.82911879
-0.42331570,0.59301102,-0.68493921
-0.88138622,-0.35491034,-0.31176436
-0.86821371,-0.48206806,-0.11753844
-0.80635011,-0.58584762,0.08112963
-0.76586175,-0.55643111,-0.32224238
-0.72676682,-0.67675310,-0.11753844
-0.60990316,-0.72857475,-0.31176436
0.69103277,-0.23093727,-0.68493921
0.71158034,0.00000000,-0.70260477
0.69103277,0.23093727,-0.68493921
0.54597139,-0.12032195,-0.82911873
0.54597139,0.12032195,-0.82911873
0.37317485,0.00000000,-0.92776102
0.30190480,-0.21934666,0.92776102
0.51242357,-0.22357139,0.82911873
0.69479877,-0.21934666,0.68493921
0.37097663,-0.41825640,0.82911879
0.57568055,-0.41825640,0.70260477
0.42331570,-0.59301102,0.68493921
0.72360682,-0.52573109,-0.44721359
0.69488752,-0.66260070,-0.27944881
0.63165349,-0.76939487,-0.09510711
0.53654641,-0.83849424,0.09510711
0.41543871,-0.86563218,0.27944881
0.27639320,-0.85065079,0.44721359
0.84490281,-0.45612237,-0.27944881
0.45690191,-0.73802155,0.49655297
0.92692971,-0.36298203,-0.09510711
0.61815870,-0.58731729,0.52243483
0.96325737,-0.25117692,0.09510711
0.74959350,-0.40641284,0.52243483
0.95164275,-0.12761062,0.27944881
0.84309065,-0.20647833,0.49655297
0.89442718,0.00000000,0.44721359
0.80343962,-0.32851174,-0.49655294
0.95164275,0.12761062,0.27944881
0.84531736,-0.11180510,-0.52243483
0.96325737,0.25117692,0.09510711
0.84531736,0.11180510,-0.52243483
0.92692971,0.36298203,-0.09510711
0.80343962,0.32851174,-0.49655294
0.84490281,0.45612237,-0.27944881
0.72360682,0.52573109,-0.44721359
0.00000000,0.00000000,1.00000000
0.06708888,-0.20647833,0.97614843
0.13205154,-0.40641284,0.90409678
0.19083096,-0.58731729,0.78653795
0.23979774,-0.73802155,0.63073075
-0.17564097,-0.12761062,0.97614843
0.06415677,-0.86563218,0.49655297
-0.34571543,-0.25117692,0.90409678
-0.15488446,-0.83849424,0.52243489
-0.49960196,-0.36298203,0.78653795
-0.36755043,-0.76939487,0.52243489
-0.62779862,-0.45612237,0.63073075
-0.56070977,-0.66260070,0.49655297
-0.72360682,-0.52573109,0.44721359
0.00000000,0.00000000,-1.00000000
0.17564097,0.12761062,-0.97614843
0.34571543,0.25117692,-0.90409678
0.49960196,0.36298203,-0.78653795
0.62779862,0.45612237,-0.63073075
-0.06708888,0.20647833,-0.97614843
0.56070977,0.66260070,-0.49655297
-0.13205154,0.40641284,-0.90409678
0.36755043,0.76939487,-0.52243489
-0.19083096,0.58731729,-0.78653795
0.15488446,0.83849424,-0.52243489
-0.23979774,0.73802155,-0.63073075
-0.06415677,0.86563218,-0.49655297
-0.27639320,0.85065079,-0.44721359
-0.17270887,0.94449985,-0.27944881
-0.05877943,0.99373013,-0.09510712
0.05877943,0.99373013,0.09510712
0.17270887,0.94449985,0.27944881
0.27639320,0.85065079,0.44721359
-0.41543871,0.86563218,-0.27944881
0.06415677,0.86563218,0.49655297
-0.53654641,0.83849424,-0.09510711
-0.15488446,0.83849424,0.52243489
-0.63165349,0.76939487,0.09510711
-0.36755043,0.76939487,0.52243489
-0.69488752,0.66260070,0.27944881
-0.56070977,0.66260070,0.49655297
-0.72360682,0.52573109,0.44721359
-0.17564097,0.12761062,0.97614843
-0.80343962,-0.32851174,0.49655294
-0.34571543,0.25117692,0.90409678
-0.84531736,-0.11180510,0.52243483
-0.49960196,0.36298203,0.78653795
-0.84531736,0.11180510,0.52243483
-0.62779862,0.45612237,0.63073075
-0.80343962,0.32851174,0.49655294
0.69488752,0.66260070,-0.27944881
0.84309065,0.20647833,0.49655297
0.63165349,0.76939487,-0.09510711
0.74959350,0.40641284,0.52243483
0.53654641,0.83849424,0.09510711
0.61815870,0.58731729,0.52243483
0.41543871,0.86563218,0.27944881
0.45690191,0.73802155,0.49655297
-0.89442718,0.00000000,-0.44721359
-0.95164275,0.12761062,-0.27944881
-0.96325737,0.25117692,-0.09510711
-0.92692971,0.36298203,0.09510711
-0.84490281,0.45612237,0.27944881
-0.95164275,-0.12761062,-0.27944881
-0.96325737,-0.25117692,-0.09510711
-0.92692971,-0.36298203,0.09510711
-0.84490281,-0.45612237,0.27944881
0.62779862,-0.45612237,-0.63073075
0.49960196,-0.36298203,-0.78653795
0.34571543,-0.25117692,-0.90409678
0.17564097,-0.12761062,-0.97614843
0.56070977,-0.66260070,-0.49655297
-0.06708888,-0.20647833,-0.97614843
0.36755043,-0.76939487,-0.52243489
-0.13205154,-0.40641284,-0.90409678
0.15488446,-0.83849424,-0.52243489
-0.19083096,-0.58731729,-0.78653795
-0.06415677,-0.86563218,-0.49655297
-0.23979774,-0.73802155,-0.63073075
-0.27639320,-0.85065079,-0.44721359
0.23979774,0.73802155,0.63073075
0.19083096,0.58731729,0.78653795
0.13205154,0.40641284,0.90409678
0.06708888,0.20647833,0.97614843
-0.84309065,0.20647833,-0.49655297
-0.74959350,0.40641284,-0.52243483
-0.61815870,0.58731729,-0.52243483
-0.45690191,0.73802155,-0.49655297
-0.84309065,-0.20647833,-0.49655297
-0.74959350,-0.40641284,-0.52243483
-0.61815870,-0.58731729,-0.52243483
-0.45690191,-0.73802155,-0.49655297
-0.77600175,0.00000000,-0.63073075
-0.61754197,0.00000000,-0.78653795
-0.42732775,0.00000000,-0.90409678
-0.21710417,0.00000000,-0.97614843
-0.17270887,-0.94449985,-0.27944881
-0.05877943,-0.99373013,-0.09510712
0.05877943,-0.99373013,0.09510712
0.17270887,-0.94449985,0.27944881
-0.41543871,-0.86563218,-0.27944881
-0.53654641,-0.83849424,-0.09510711
-0.63165349,-0.76939487,0.09510711
-0.69488752,-0.66260070,0.27944881
0.21710417,0.00000000,0.97614843
0.42732775,0.00000000,0.90409678
0.61754197,0.00000000,0.78653795
0.77600175,0.00000000,0.63073075
